Date,UserID,ItemID,Event
2022-01-10 10:10:04,1720,1584,description
2022-01-10 10:11:19,2071,575,description
2022-01-10 10:11:47,2022,80,description
2022-01-10 10:12:36,2071,575,more_details
2022-01-10 10:12:41,2071,575,visit_brand_shop
2022-01-10 10:12:53,1720,1584,category
2022-01-10 10:13:11,2071,575,category
2022-01-10 10:13:16,2022,80,more_details
2022-01-10 10:13:57,2022,80,visit_brand_shop
2022-01-10 10:22:53,2631,1998,description
2022-01-10 10:23:14,2631,1998,category
2022-01-10 10:26:22,1514,277,description
2022-01-10 10:26:58,1514,277,visit_brand_shop
2022-01-10 10:27:34,1514,277,category
2022-01-10 10:28:36,2742,1763,description
2022-01-10 10:28:58,2450,1279,description
2022-01-10 10:29:14,1916,1032,description
2022-01-10 10:30:18,399,1849,description
2022-01-10 10:30:28,1916,1032,visit_brand_shop
2022-01-10 10:30:46,1916,1032,category
2022-01-10 10:30:49,2742,1763,more_details
2022-01-10 10:31:10,2742,1763,category
2022-01-10 10:31:51,2450,1279,more_details
2022-01-10 10:32:23,2450,1279,visit_brand_shop
2022-01-10 10:32:50,2450,1279,category
2022-01-10 10:33:08,399,1849,more_details
2022-01-10 10:33:28,399,1849,visit_brand_shop
2022-01-10 10:33:38,399,1849,category
2022-01-10 10:34:48,2574,336,description
2022-01-10 10:37:00,2574,336,more_details
2022-01-10 10:37:30,2574,336,visit_brand_shop
2022-01-10 10:40:03,2574,336,category
2022-01-10 10:45:48,2541,707,description
2022-01-10 10:47:39,2541,707,more_details
2022-01-10 10:47:53,2541,707,read_review
2022-01-10 10:48:36,1227,1561,description
2022-01-10 10:50:45,1227,1561,visit_brand_shop
2022-01-10 10:53:28,1227,1561,category
2022-01-10 10:55:36,727,170,description
2022-01-10 10:56:30,727,170,more_details
2022-01-10 11:00:21,2761,844,description
2022-01-10 11:02:39,2761,844,category
2022-01-10 11:04:38,856,1380,description
2022-01-10 11:04:53,321,1685,description
2022-01-10 11:05:34,2076,951,description
2022-01-10 11:05:41,2049,465,description
2022-01-10 11:06:07,856,1380,more_details
2022-01-10 11:06:20,2076,951,visit_brand_shop
2022-01-10 11:06:52,2285,1770,description
2022-01-10 11:07:06,321,1685,more_details
2022-01-10 11:07:43,856,1380,visit_brand_shop
2022-01-10 11:08:01,2049,465,visit_brand_shop
2022-01-10 11:08:12,2285,1770,more_details
2022-01-10 11:08:37,2633,824,description
2022-01-10 11:08:57,2076,951,category
2022-01-10 11:08:59,2633,824,more_details
2022-01-10 11:09:31,2633,824,category
2022-01-10 11:09:54,2285,1770,read_review
2022-01-10 11:10:33,2049,465,category
2022-01-10 11:10:54,1995,1511,description
2022-01-10 11:16:11,2577,1541,description
2022-01-10 11:16:38,2577,1541,more_details
2022-01-10 11:18:40,2577,1541,category
2022-01-10 11:18:57,1794,1704,description
2022-01-10 11:20:09,1794,1704,visit_brand_shop
2022-01-10 11:21:02,1794,1704,category
2022-01-10 11:23:24,1477,982,description
2022-01-10 11:24:47,1477,982,visit_brand_shop
2022-01-10 11:25:40,1477,982,category
2022-01-10 11:25:52,58,1745,description
2022-01-10 11:26:40,58,1745,category
2022-01-10 11:27:12,1477,982,read_review
2022-01-10 11:27:47,96,195,description
2022-01-10 11:28:10,2985,485,description
2022-01-10 11:29:10,58,1745,read_review
2022-01-10 11:29:29,2304,485,description
2022-01-10 11:31:06,2985,485,more_details
2022-01-10 11:31:17,2985,485,visit_brand_shop
2022-01-10 11:31:32,1919,1291,description
2022-01-10 11:31:39,2985,485,category
2022-01-10 11:32:08,2304,485,more_details
2022-01-10 11:32:45,2304,485,category
2022-01-10 11:32:59,376,1311,description
2022-01-10 11:33:14,376,1311,category
2022-01-10 11:45:34,1474,220,description
2022-01-10 11:46:02,2177,1493,description
2022-01-10 11:46:13,1832,1464,description
2022-01-10 11:46:17,1474,220,visit_brand_shop
2022-01-10 11:46:53,757,1926,description
2022-01-10 11:47:28,757,1926,more_details
2022-01-10 11:47:46,1832,1464,category
2022-01-10 11:48:07,757,1926,visit_brand_shop
2022-01-10 11:48:21,757,1926,category
2022-01-10 11:48:38,2177,1493,more_details
2022-01-10 11:48:58,1474,220,category
2022-01-10 11:49:40,2177,1493,visit_brand_shop
2022-01-10 11:49:43,1474,220,read_review
2022-01-10 11:52:39,2177,1493,category
2022-01-10 11:54:06,2177,1493,read_review
2022-01-10 11:59:37,843,2,description
2022-01-10 12:00:50,467,817,description
2022-01-10 12:01:09,467,817,more_details
2022-01-10 12:01:14,467,817,visit_brand_shop
2022-01-10 12:01:43,467,817,category
2022-01-10 12:02:15,843,2,more_details
2022-01-10 12:02:52,843,2,read_review
2022-01-10 12:09:13,301,330,description
2022-01-10 12:11:38,301,330,more_details
2022-01-10 12:13:35,301,330,visit_brand_shop
2022-01-10 12:19:36,2615,1424,description
2022-01-10 12:20:48,2615,1424,category
2022-01-10 12:21:00,1297,1327,description
2022-01-10 12:23:40,1297,1327,category
2022-01-10 12:32:19,853,1412,description
2022-01-10 12:34:26,853,1412,more_details
2022-01-10 12:35:26,853,1412,category
2022-01-10 12:41:37,793,830,description
2022-01-10 12:42:39,2218,54,description
2022-01-10 12:43:19,793,830,more_details
2022-01-10 12:43:42,793,830,category
2022-01-10 12:45:39,2218,54,category
2022-01-10 12:48:00,2218,54,read_review
2022-01-10 12:50:09,1141,1955,description
2022-01-10 12:51:30,1141,1955,visit_brand_shop
2022-01-10 12:52:58,625,598,description
2022-01-10 12:53:10,1141,1955,category
2022-01-10 12:54:22,761,518,description
2022-01-10 12:54:22,2614,1229,description
2022-01-10 12:54:38,1141,1955,read_review
2022-01-10 12:54:45,2614,1229,category
2022-01-10 12:55:05,761,518,visit_brand_shop
2022-01-10 12:55:31,625,598,more_details
2022-01-10 12:55:41,1604,201,description
2022-01-10 12:56:07,625,598,category
2022-01-10 12:57:56,761,518,category
2022-01-10 12:58:06,1604,201,visit_brand_shop
2022-01-10 12:58:30,1604,201,category
2022-01-10 12:59:52,761,518,read_review
2022-01-10 13:00:11,1604,201,read_review
2022-01-10 13:10:18,883,604,description
2022-01-10 13:11:25,883,604,more_details
2022-01-10 13:11:40,2401,1176,description
2022-01-10 13:12:32,2401,1176,more_details
2022-01-10 13:13:01,883,604,visit_brand_shop
2022-01-10 13:13:34,883,604,category
2022-01-10 13:15:14,2401,1176,category
2022-01-10 13:18:33,756,1528,description
2022-01-10 13:18:48,2653,241,description
2022-01-10 13:19:32,756,1528,category
2022-01-10 13:20:13,756,1528,read_review
2022-01-10 13:20:49,2487,602,description
2022-01-10 13:20:55,2653,241,more_details
2022-01-10 13:22:39,2653,241,visit_brand_shop
2022-01-10 13:23:45,2487,602,visit_brand_shop
2022-01-10 13:23:52,2653,241,category
2022-01-10 13:24:15,525,1480,description
2022-01-10 13:24:36,2487,602,category
2022-01-10 13:26:21,525,1480,category
2022-01-10 13:26:39,2487,602,read_review
2022-01-10 13:27:14,2072,280,description
2022-01-10 13:28:57,1742,899,description
2022-01-10 13:28:59,2072,280,visit_brand_shop
2022-01-10 13:29:19,2072,280,category
2022-01-10 13:30:00,1742,899,category
2022-01-10 13:30:23,1742,899,read_review
2022-01-10 13:35:13,226,1906,description
2022-01-10 13:35:59,2590,1320,description
2022-01-10 13:36:15,627,1647,description
2022-01-10 13:37:18,226,1906,visit_brand_shop
2022-01-10 13:38:20,627,1647,visit_brand_shop
2022-01-10 13:38:47,2590,1320,more_details
2022-01-10 13:39:13,893,1387,description
2022-01-10 13:39:27,1886,1015,description
2022-01-10 13:40:00,627,1647,read_review
2022-01-10 13:40:57,2590,1320,category
2022-01-10 13:41:14,893,1387,more_details
2022-01-10 13:41:19,1886,1015,more_details
2022-01-10 13:41:25,2590,1320,read_review
2022-01-10 13:42:09,1886,1015,category
2022-01-10 13:43:37,2781,1914,description
2022-01-10 13:43:53,2385,1927,description
2022-01-10 13:44:07,893,1387,visit_brand_shop
2022-01-10 13:44:57,1946,250,description
2022-01-10 13:45:28,893,1387,category
2022-01-10 13:46:03,893,1387,read_review
2022-01-10 13:46:28,2781,1914,more_details
2022-01-10 13:46:46,2385,1927,visit_brand_shop
2022-01-10 13:47:11,2385,1927,category
2022-01-10 13:48:21,2781,1914,visit_brand_shop
2022-01-10 13:49:26,2781,1914,category
2022-01-10 13:52:01,1470,1836,description
2022-01-10 13:53:30,1470,1836,visit_brand_shop
2022-01-10 13:55:41,2535,1140,description
2022-01-10 13:56:19,947,877,description
2022-01-10 13:57:31,947,877,visit_brand_shop
2022-01-10 13:58:29,2535,1140,more_details
2022-01-10 13:59:37,2535,1140,category
2022-01-10 13:59:58,947,877,category
2022-01-10 14:02:28,1028,1438,description
2022-01-10 14:02:29,1793,743,description
2022-01-10 14:03:29,1793,743,more_details
2022-01-10 14:03:29,1028,1438,visit_brand_shop
2022-01-10 14:04:13,2754,989,description
2022-01-10 14:04:28,2754,989,more_details
2022-01-10 14:04:55,1793,743,category
2022-01-10 14:05:43,1028,1438,category
2022-01-10 14:06:55,2754,989,visit_brand_shop
2022-01-10 14:08:22,1783,396,description
2022-01-10 14:08:41,1783,396,visit_brand_shop
2022-01-10 14:08:41,1028,1438,read_review
2022-01-10 14:10:45,1783,396,category
2022-01-10 14:11:48,1447,1999,description
2022-01-10 14:11:56,1447,1999,category
2022-01-10 14:16:01,1714,1878,description
2022-01-10 14:16:24,1714,1878,more_details
2022-01-10 14:17:33,1714,1878,category
2022-01-10 14:18:18,1764,640,description
2022-01-10 14:20:35,1764,640,visit_brand_shop
2022-01-10 14:21:41,1336,1978,description
2022-01-10 14:21:57,1336,1978,more_details
2022-01-10 14:24:15,1336,1978,visit_brand_shop
2022-01-10 14:27:11,827,1702,description
2022-01-10 14:27:11,1336,1978,category
2022-01-10 14:27:27,827,1702,more_details
2022-01-10 14:31:11,2006,758,description
2022-01-10 14:31:32,1614,454,description
2022-01-10 14:32:22,2006,758,category
2022-01-10 14:32:46,1614,454,category
2022-01-10 14:33:07,1153,811,description
2022-01-10 14:35:58,1153,811,category
2022-01-10 14:47:52,1390,846,description
2022-01-10 14:49:10,1390,846,category
2022-01-10 14:50:13,1390,846,read_review
2022-01-10 14:51:52,1476,1527,description
2022-01-10 14:52:31,1476,1527,category
2022-01-10 14:55:32,1711,1249,description
2022-01-10 14:56:48,1711,1249,category
2022-01-10 14:56:52,1881,1453,description
2022-01-10 14:57:54,436,1918,description
2022-01-10 14:58:04,1881,1453,more_details
2022-01-10 14:58:21,1881,1453,visit_brand_shop
2022-01-10 15:00:39,436,1918,more_details
2022-01-10 15:00:58,1881,1453,category
2022-01-10 15:03:06,436,1918,visit_brand_shop
2022-01-10 15:04:00,436,1918,category
2022-01-10 15:04:10,1414,295,description
2022-01-10 15:04:17,1475,211,description
2022-01-10 15:05:53,1475,211,visit_brand_shop
2022-01-10 15:06:08,1475,211,category
2022-01-10 15:06:10,1414,295,visit_brand_shop
2022-01-10 15:06:45,1187,1381,description
2022-01-10 15:08:41,984,1422,description
2022-01-10 15:08:44,1414,295,read_review
2022-01-10 15:10:30,244,462,description
2022-01-10 15:10:51,984,1422,more_details
2022-01-10 15:12:20,984,1422,visit_brand_shop
2022-01-10 15:12:30,2271,886,description
2022-01-10 15:13:23,244,462,category
2022-01-10 15:14:39,244,462,read_review
2022-01-10 15:15:02,984,1422,category
2022-01-10 15:15:25,2271,886,visit_brand_shop
2022-01-10 15:16:13,2271,886,category
2022-01-10 15:20:41,1738,349,description
2022-01-10 15:23:17,1738,349,more_details
2022-01-10 15:24:02,2165,1991,description
2022-01-10 15:24:52,1738,349,visit_brand_shop
2022-01-10 15:26:40,1738,349,category
2022-01-10 15:26:45,2165,1991,category
2022-01-10 15:36:14,567,871,description
2022-01-10 15:37:32,2293,1150,description
2022-01-10 15:39:02,567,871,more_details
2022-01-10 15:42:37,1465,686,description
2022-01-10 15:42:48,2907,1768,description
2022-01-10 15:45:22,1465,686,more_details
2022-01-10 15:45:48,2907,1768,more_details
2022-01-10 15:46:10,2907,1768,visit_brand_shop
2022-01-10 15:46:43,1465,686,visit_brand_shop
2022-01-10 15:47:51,1465,686,category
2022-01-10 15:49:53,2516,1511,description
2022-01-10 15:50:43,2516,1511,read_review
2022-01-10 15:51:23,1557,1271,description
2022-01-10 15:52:08,300,140,description
2022-01-10 15:52:47,1557,1271,more_details
2022-01-10 15:53:26,300,140,more_details
2022-01-10 15:53:45,300,140,visit_brand_shop
2022-01-10 15:55:05,1557,1271,category
2022-01-10 15:55:14,300,140,category
2022-01-10 15:55:54,2904,628,description
2022-01-10 15:56:14,2904,628,category
2022-01-10 16:06:03,2915,419,description
2022-01-10 16:07:10,2915,419,category
2022-01-10 16:07:20,2915,419,read_review
2022-01-10 16:13:37,1881,1228,description
2022-01-10 16:15:20,1881,1228,category
2022-01-10 16:19:29,1955,1464,description
2022-01-10 16:19:54,890,567,description
2022-01-10 16:20:13,1955,1464,more_details
2022-01-10 16:21:33,1,1456,description
2022-01-10 16:21:57,890,567,category
2022-01-10 16:22:34,1955,1464,category
2022-01-10 16:24:06,1,1456,visit_brand_shop
2022-01-10 16:24:58,1,1456,category
2022-01-10 16:25:46,691,935,description
2022-01-10 16:27:47,251,1160,description
2022-01-10 16:27:50,798,1615,description
2022-01-10 16:27:55,798,1615,category
2022-01-10 16:28:35,691,935,category
2022-01-10 16:28:53,251,1160,visit_brand_shop
2022-01-10 16:29:04,251,1160,category
2022-01-10 16:29:49,251,1160,read_review
2022-01-10 16:35:24,1604,1216,description
2022-01-10 16:35:57,1604,1216,more_details
2022-01-10 16:36:47,1604,1216,visit_brand_shop
2022-01-10 16:37:16,1372,1332,description
2022-01-10 16:38:27,2003,744,description
2022-01-10 16:38:38,1335,1408,description
2022-01-10 16:38:53,1372,1332,more_details
2022-01-10 16:39:20,1604,1216,read_review
2022-01-10 16:39:51,1335,1408,category
2022-01-10 16:40:50,2003,744,category
2022-01-10 16:40:57,2827,1104,description
2022-01-10 16:42:03,1950,357,description
2022-01-10 16:42:05,2827,1104,visit_brand_shop
2022-01-10 16:43:30,1204,1195,description
2022-01-10 16:43:46,1950,357,visit_brand_shop
2022-01-10 16:43:51,2827,1104,category
2022-01-10 16:44:20,1204,1195,visit_brand_shop
2022-01-10 16:44:32,1950,357,category
2022-01-10 16:44:53,1204,1195,category
2022-01-10 16:48:18,1818,1616,description
2022-01-10 16:49:08,2250,734,description
2022-01-10 16:49:17,2615,1640,description
2022-01-10 16:49:44,2250,734,read_review
